N,tau,A1,M1_fwd,M1_bwd,S1,band_mean,band_std,A2a,M2a_fwd,M2a_bwd,S2a,A2b,M2b_fwd,M2b_bwd,S2b,S2b_input,included
4,3.5000000000000027,-0.002747705967880716,0.037764553512230584,0.0405122594801113,0.8825264147544851,0.0040953881743734585,0.012201517553981295,0.01133312112267782,0.05184538060273801,0.04051225948006019,1.3728582964961349,-0.037320022460309216,0.003192237019802087,0.0405122594801113,0.08452998176632052,0.029136477809610116,True
4,3.5500000000000025,-0.0027914146759660946,0.037659537719541,0.0404509523955071,0.8800722824426885,0.004143780398791556,0.012261737406250408,0.010757049046097325,0.05120800144155225,0.040450952395454924,1.3597618171234518,-0.037267592358746236,0.003183360036760861,0.0404509523955071,0.08452998176632052,0.023702401131195885,True
4,3.6000000000000028,-0.002834640864732986,0.03755520450711548,0.04038984537184847,0.8776341014677197,0.004190721051652861,0.012319867984773164,0.009989562275315077,0.05037940764711036,0.04038984537179528,1.3414760566026238,-0.038092965913065456,0.0022968794587830106,0.04038984537184847,0.06116008390655487,0.01911079414957842,True
4,3.650000000000003,-0.002877346398035392,0.03745161541094801,0.040328961808983405,0.8752133098749175,0.004236067886056415,0.012376188332521432,0.00903489932767016,0.04936386113659937,0.04032896180892921,1.318070278009133,-0.0380384178680138,0.002290543940969604,0.040328961808983405,0.06116008390655487,0.015268152041630824,True
4,3.700000000000003,-0.002919492767424599,0.03734883042450953,0.04026832319193413,0.8728113096621317,0.004279778929267816,0.012430727280560959,0.007902816737473187,0.04817113992935217,0.04026832319187899,1.2897630094928136,-0.038665712347831574,0.0016026108441025595,0.04026832319193413,0.042909264517447206,0.01208382107987251,True
4,3.7500000000000027,-0.0029610411604365852,0.03724690791017446,0.040207949070611045,0.8704294647098337,0.004321840582752232,0.012483567531775786,0.006609046199313996,0.04681699526986891,0.040207949070554916,1.2569364249718098,-0.038609711646636374,0.0015982374239746726,0.040207949070611045,0.042909264517447206,0.009471512750478356,True
4,3.800000000000003,-0.003001952530536499,0.03714590451319329,0.040147857043729786,0.8680690987707276,0.004362378785875839,0.012535106081840275,0.005175687394237981,0.04532354443791066,0.04014785704367268,1.220149166695157,-0.03906555622116323,0.001082300822566559,0.040147857043729786,0.02913647780961029,0.0073505072502319715,True
4,3.850000000000003,-0.003042187668514461,0.03704587507845399,0.04008806274696845,0.865731493524533,0.004401391493488352,0.012585429371246086,0.0036314808632285367,0.043719543610138946,0.04008806274691041,1.1801460626197053,-0.03900867642980748,0.0010793863171609697,0.04008806274696845,0.029136477809610293,0.00564653839601396,True
4,3.900000000000003,-0.0030817072751182575,0.03694687257027074,0.040028579845389,0.863417886703513,0.004438851004440251,0.01263455471897779,0.002011866473166632,0.04204044631849664,0.04002857984533001,1.1378621083161566,-0.03932249576922784,0.0007060840761611547,0.040028579845389,0.019110794149578562,0.0042923670530642995,True
4,3.950000000000003,-0.003120472034696002,0.036848947995436074,0.039969420030132076,0.8611294702942682,0.0044747323857650175,0.012682497446279403,0.0003586774442937632,0.040328097474365866,0.0399694200300721,1.0944165211815735,-0.03926520737036277,0.0007042126597693044,0.039969420030132076,0.019110794149578562,0.0032280633929832737,True
4,4.0000000000000036,-0.0031584426896160075,0.03675215032976605,0.03991059301938206,0.8588673888211561,0.00450904790933444,0.012729281893841711,-0.0012807495627524534,0.0386298434565687,0.03991059301932115,1.051090701087002,-0.039466486610496586,0.00044410640888547403,0.03991059301938206,0.012083821079872608,0.002401028972683088,True
6,0.5,0.00040610703317204774,0.025487153714172633,0.025081046681000585,1.0,0.00023035727963786182,0.001664982248002846,0.0006106367859962103,0.025691683467001545,0.025081046681005335,1.0080248173304334,0.00039949681378491017,0.025480543494785495,0.025081046681000585,0.9997406450535329,0.9985284622186918,True
